title,doctor_url,specialization,kraj,okres,pediater,kraj_id,okres_id
"Všeobecná ambulancia pre deti a dorast, Zvolen, (CHILD, s.r.o.)",https://www.e-vuc.sk/bbsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/zvolen/vseobecna-ambulancia-pre-deti-a-dorast-zvolen-child.html?page_id=93441, Všeobecná starostlivosť o deti a dorast,Banskobystricky,Zvolen,1,0,73
"Ambulancia pediatrickej gynekológie, Terchová, (VIŠŇOVSKÍ, s.r.o.)",https://www.e-vuc.sk/zsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/zilina/ambulancia-pediatrickej-gynekologie-terchova-visnovski.html?page_id=143131, Pediatrická gynekológia,Žilinský,Žilina,1,7,78
"Všeobecná ambulancia pre deti a dorast, MUDr. Lenka Staníková, Žilina, (Fakultná nemocnica s poliklinikou Žilina)",https://www.e-vuc.sk/zsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/zilina/vseobecna-ambulancia-pre-deti-a-dorast-mudr.-lenka-stanikova-zilina-fakultna-nemocnica-s-poliklinikou-zilina.html?page_id=143106, Pediatria,Žilinský,Žilina,1,7,78
"Všeobecná ambulancia pre deti a dorast, Lietavská Lúčka, (ALROKA s.r.o.)",https://www.e-vuc.sk/zsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/zilina/vseobecna-ambulancia-pre-deti-a-dorast-lietavska-lucka-alroka.html?page_id=142633, Všeobecná starostlivosť o deti a dorast,Žilinský,Žilina,1,7,78
"Všeobecná ambulancia pre deti a dorast, MUDr. Lucia Filipová, Žilina, (Pediater ZA s.r.o.)",https://www.e-vuc.sk/zsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/zilina/vseobecna-ambulancia-pre-deti-a-dorast-mudr.-lucia-filipova-zilina-pediater-za.html?page_id=142447, Všeobecná starostlivosť o deti a dorast,Žilinský,Žilina,1,7,78
"Všeobecná ambulancia pre deti a dorast, Belá, (MIMAPET, s. r. o.)",https://www.e-vuc.sk/zsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/zilina/vseobecna-ambulancia-pre-deti-a-dorast-bela-mimapet-s.-r.-o..html?page_id=139844, Všeobecná starostlivosť o deti a dorast,Žilinský,Žilina,1,7,78
"Ambulancia rýchlej lekárskej pomoci, Žilina 2, (Záchranná zdravotná služba Bratislava)",https://www.e-vuc.sk/zsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/zilina/ambulancia-rychlej-lekarskej-pomoci-zilina-2-zachranna-zdravotna-sluzba-bratislava.html?page_id=134925, Rýchla lekárska pomoc,Žilinský,Žilina,1,7,78
"Ambulancia rýchlej zdravotnej pomoci, Žilina 4, (RZP, a.s.)",https://www.e-vuc.sk/zsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/zilina/ambulancia-rychlej-zdravotnej-pomoci-zilina-4-rzp-a.s..html?page_id=134921, Rýchla zdravotná pomoc,Žilinský,Žilina,1,7,78
"Ambulancia rýchlej zdravotnej pomoci, Žilina 3, (RZP, a.s.)",https://www.e-vuc.sk/zsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/zilina/ambulancia-rychlej-zdravotnej-pomoci-zilina-3-rzp-a.s..html?page_id=134922, Rýchla zdravotná pomoc,Žilinský,Žilina,1,7,78
"Ambulancia rýchlej zdravotnej pomoci, Strečno, (RZP, a.s.)",https://www.e-vuc.sk/zsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/zilina/ambulancia-rychlej-zdravotnej-pomoci-strecno-rzp-a.s..html?page_id=134923, Rýchla zdravotná pomoc,Žilinský,Žilina,1,7,78
"Ambulancia rýchlej zdravotnej pomoci, Terchová, (RZP, a.s.)",https://www.e-vuc.sk/zsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/zilina/ambulancia-rychlej-zdravotnej-pomoci-terchova-rzp-a.s..html?page_id=134823, Rýchla zdravotná pomoc,Žilinský,Žilina,1,7,78
"Ambulancia rýchlej lekárskej pomoci, Žilina 1, (Záchranná zdravotná služba Bratislava)",https://www.e-vuc.sk/zsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/zilina/ambulancia-rychlej-lekarskej-pomoci-zilina-1-zachranna-zdravotna-sluzba-bratislava.html?page_id=133071, Rýchla lekárska pomoc,Žilinský,Žilina,1,7,78
"Ambulancia rýchlej zdravotnej pomoci, Rajec, (RZP, a.s.)",https://www.e-vuc.sk/zsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/zilina/ambulancia-rychlej-zdravotnej-pomoci-rajec-rzp-a.s..html?page_id=133070, Rýchla zdravotná pomoc,Žilinský,Žilina,1,7,78
"Ambulancia rýchlej zdravotnej pomoci „S“, Žilina 5, (Záchranná zdravotná služba Bratislava)",https://www.e-vuc.sk/zsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/zilina/ambulancia-rychlej-zdravotnej-pomoci-s-zilina-5-zachranna-zdravotna-sluzba-bratislava.html?page_id=132790, Rýchla zdravotná pomoc „S“,Žilinský,Žilina,1,7,78
"Ambulancia rýchlej zdravotnej pomoci „S“, Žilina 6, (RESCUE SYSTÉM, s.r.o.)",https://www.e-vuc.sk/zsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/zilina/ambulancia-rychlej-zdravotnej-pomoci-s-zilina-6-rescue-system.html?page_id=132787, Rýchla zdravotná pomoc „S“,Žilinský,Žilina,1,7,78
"Ambulancia Hasičského záchranného zboru, Námestie požiarnikov, Žilina, (Ministerstvo vnútra Slovenskej republiky)",https://www.e-vuc.sk/zsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/zilina/ambulancia-hasicskeho-zachranneho-zboru-namestie-poziarnikov-zilina-ministerstvo-vnutra-slovenskej-republiky.html?page_id=131657, Urgentná medicína,Žilinský,Žilina,1,7,78
"Stacionár, pediatria, Žilina, (Fakultná nemocnica s poliklinikou Žilina)",https://www.e-vuc.sk/zsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/zilina/stacionar-pediatria-zilina-fakultna-nemocnica-s-poliklinikou-zilina.html?page_id=128346, Pediatria,Žilinský,Žilina,1,7,78
"Onko-hematologická pediatrická ambulancia, Žilina, (Fakultná nemocnica s poliklinikou Žilina)",https://www.e-vuc.sk/zsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/zilina/onko-hematologicka-pediatricka-ambulancia-zilina-fakultna-nemocnica-s-poliklinikou-zilina.html?page_id=128336, Pediatria,Žilinský,Žilina,1,7,78
"Pediatrická ambulancia, MUDr. Ľubomíra Branická, Žilina, (Fakultná nemocnica s poliklinikou Žilina)",https://www.e-vuc.sk/zsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/zilina/pediatricka-ambulancia-mudr.-lubomira-branicka-zilina-fakultna-nemocnica-s-poliklinikou-zilina.html?page_id=128335, Pediatria,Žilinský,Žilina,1,7,78
"Neonatologická ambulancia, Žilina, (Fakultná nemocnica s poliklinikou Žilina)",https://www.e-vuc.sk/zsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/zilina/neonatologicka-ambulancia-zilina-fakultna-nemocnica-s-poliklinikou-zilina.html?page_id=128337," Pediatria, Neonatológia",Žilinský,Žilina,1,7,78
"Ambulancia pediatrickej pneumológie a ftizeológie (Detská pľúcna ambulancia), MUDr. Klement Matuška, Žilina, (Fakultná nemocnica s poliklinikou Žilina)",https://www.e-vuc.sk/zsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/zilina/ambulancia-pediatrickej-pneumologie-a-ftizeologie-detska-plucna-ambulancia-mudr.-klement-matuska-zilina-fakultna-nemocnica-s-poliklinikou-zilina.html?page_id=128296, Pediatrická pneumológia a ftizeológia,Žilinský,Žilina,1,7,78
"Ambulancia pediatrickej reumatológie, MUDr.  Daniela Salátová, Žilina, (Fakultná nemocnica s poliklinikou Žilina)",https://www.e-vuc.sk/zsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/zilina/ambulancia-pediatrickej-reumatologie-mudr.-daniela-salatova-zilina-fakultna-nemocnica-s-poliklinikou-zilina.html?page_id=128297, Pediatrická reumatológia,Žilinský,Žilina,1,7,78
"Ambulancia pediatrickej nefrológie, MUDr. Juraj Kováčik, Žilina, (Fakultná nemocnica s poliklinikou Žilina)",https://www.e-vuc.sk/zsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/zilina/ambulancia-pediatrickej-nefrologie-mudr.-juraj-kovacik-zilina-fakultna-nemocnica-s-poliklinikou-zilina.html?page_id=128295, Pediatrická nefrológia,Žilinský,Žilina,1,7,78
"Ambulancia pediatrickej chirurgie, MUDr. Adam Hochel, Žilina, (Fakultná nemocnica s poliklinikou Žilina)",https://www.e-vuc.sk/zsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/zilina/ambulancia-pediatrickej-chirurgie-mudr.-adam-hochel-zilina-fakultna-nemocnica-s-poliklinikou-zilina.html?page_id=128294, Detská chirurgia,Žilinský,Žilina,1,7,78
"Ambulancia klinickej imunológie a alergológie, MUDr. Iveta Neuschlová, Žilina, (Fakultná nemocnica s poliklinikou Žilina)",https://www.e-vuc.sk/zsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/zilina/ambulancia-klinickej-imunologie-a-alergologie-mudr.-iveta-neuschlova-zilina-fakultna-nemocnica-s-poliklinikou-zilina.html?page_id=128286, Pediatrická imunológia a alergiológia,Žilinský,Žilina,1,7,78
"Všeobecná ambulancia pre deti a dorast, Rajec, (JUVENIL, s.r.o.)",https://www.e-vuc.sk/zsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/zilina/vseobecna-ambulancia-pre-deti-a-dorast-rajec-juvenil.html?page_id=126445, Všeobecná starostlivosť o deti a dorast,Žilinský,Žilina,1,7,78
"Všeobecná ambulancia pre deti a dorast, Žilina, (EPIONE, s.r.o.)",https://www.e-vuc.sk/zsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/zilina/vseobecna-ambulancia-pre-deti-a-dorast-zilina-epione.html?page_id=126307," Všeobecná starostlivosť o deti a dorast, Dorastové lekárstvo",Žilinský,Žilina,1,7,78
"Ambulancia Horskej záchrannej služby, Vrátna, Terchová, (Horská záchranná služba)",https://www.e-vuc.sk/zsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/zilina/ambulancia-horskej-zachrannej-sluzby-vratna-terchova-horska-zachranna-sluzba.html?page_id=125336, Urgentná medicína,Žilinský,Žilina,1,7,78
"Ambulancia pediatrickej neurológie, Žilina, (MUDr. Alena Nemcová)",https://www.e-vuc.sk/zsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/zilina/ambulancia-pediatrickej-neurologie-zilina-mudr.-alena-nemcova.html?page_id=100830, Pediatrická neurológia,Žilinský,Žilina,1,7,78
"Všeobecná ambulancia pre deti a dorast, Žilina, (ALERGA, s.r.o.)",https://www.e-vuc.sk/zsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/zilina/vseobecna-ambulancia-pre-deti-a-dorast-zilina-alerga.html?page_id=97010, Všeobecná starostlivosť o deti a dorast,Žilinský,Žilina,1,7,78
"Všeobecná ambulancia pre deti a dorast, Teplička nad Váhom, (Ja a mama s.r.o.)",https://www.e-vuc.sk/zsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/zilina/vseobecna-ambulancia-pre-deti-a-dorast-teplicka-nad-vahom-ja-a-mama.html?page_id=92661, Všeobecná starostlivosť o deti a dorast,Žilinský,Žilina,1,7,78
"Všeobecná ambulancia pre deti a dorast, Žilina, (ADAPED, s.r.o.)",https://www.e-vuc.sk/zsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/zilina/vseobecna-ambulancia-pre-deti-a-dorast-zilina-adaped.html?page_id=76599, Všeobecná starostlivosť o deti a dorast,Žilinský,Žilina,1,7,78
"Všeobecná ambulancia pre deti a dorast, Rajecké Teplice, (TEDY, s.r.o.)",https://www.e-vuc.sk/zsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/zilina/vseobecna-ambulancia-pre-deti-a-dorast-rajecke-teplice-tedy.html?page_id=74363," Všeobecná starostlivosť o deti a dorast, Dorastové lekárstvo",Žilinský,Žilina,1,7,78
"Ambulancia pediatrickej gastroenterológie, hepatológie a výživy, Žilina, (PeGEA, s.r.o.)",https://www.e-vuc.sk/zsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/zilina/ambulancia-pediatrickej-gastroenterologie-hepatologie-a-vyzivy-zilina-pegea.html?page_id=74289," Pediatrická gastroenterológia, hepatológia a výživa",Žilinský,Žilina,1,7,78
"Ambulancia pediatrickej neurológie, Žilina, (NEUROPAT, s.r.o.)",https://www.e-vuc.sk/zsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/zilina/ambulancia-pediatrickej-neurologie-zilina-neuropat.html?page_id=74249, Pediatrická neurológia,Žilinský,Žilina,1,7,78
"Všeobecná ambulancia pre deti a dorast, Žilina, (MUDr. Oľga Šuleková)",https://www.e-vuc.sk/zsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/zilina/vseobecna-ambulancia-pre-deti-a-dorast-zilina-mudr.-olga-sulekova.html?page_id=74163, Všeobecná starostlivosť o deti a dorast,Žilinský,Žilina,1,7,78
"Všeobecná ambulancia pre deti a dorast, Žilina, (MUDr. Mária Beníčková, s.r.o.)",https://www.e-vuc.sk/zsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/zilina/vseobecna-ambulancia-pre-deti-a-dorast-zilina-mudr.-maria-benickova.html?page_id=74142," Dorastové lekárstvo, Všeobecná starostlivosť o deti a dorast",Žilinský,Žilina,1,7,78
"Všeobecná ambulancia pre deti a dorast, Rajecké Teplice, (MUDr. Milan Vojtikevič s.r.o.)",https://www.e-vuc.sk/zsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/zilina/vseobecna-ambulancia-pre-deti-a-dorast-rajecke-teplice-mudr.-milan-vojtikevic.html?page_id=74126," Dorastové lekárstvo, Všeobecná starostlivosť o deti a dorast",Žilinský,Žilina,1,7,78
"Všeobecná ambulancia pre deti a dorast, Žilina, (MUDr. Katarína Holáková)",https://www.e-vuc.sk/zsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/zilina/vseobecna-ambulancia-pre-deti-a-dorast-zilina-mudr.-katarina-holakova.html?page_id=74088, Všeobecná starostlivosť o deti a dorast,Žilinský,Žilina,1,7,78
"Všeobecná ambulancia pre deti a dorast, Žilina, (MUDr. Katarína Mrázová)",https://www.e-vuc.sk/zsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/zilina/vseobecna-ambulancia-pre-deti-a-dorast-zilina-mudr.-katarina-mrazova.html?page_id=74091, Všeobecná starostlivosť o deti a dorast,Žilinský,Žilina,1,7,78
"Všeobecná ambulancia pre deti a dorast, Žilina, (MUDr. JÚLIA ŠAJBIDOROVÁ, s.r.o.)",https://www.e-vuc.sk/zsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/zilina/vseobecna-ambulancia-pre-deti-a-dorast-zilina-mudr.-julia-sajbidorova.html?page_id=74086," Všeobecná starostlivosť o deti a dorast, Dorastové lekárstvo",Žilinský,Žilina,1,7,78
"Všeobecná ambulancia pre deti a dorast, Rosina, (MUDr. Irena Jurkovičová)",https://www.e-vuc.sk/zsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/zilina/vseobecna-ambulancia-pre-deti-a-dorast-rosina-mudr.-irena-jurkovicova.html?page_id=74039, Všeobecná starostlivosť o deti a dorast,Žilinský,Žilina,1,7,78
"Všeobecná ambulancia pre deti a dorast, Žilina, (MUDr. Daubnerová, s.r.o.)",https://www.e-vuc.sk/zsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/zilina/vseobecna-ambulancia-pre-deti-a-dorast-zilina-mudr.-daubnerova.html?page_id=73997, Všeobecná starostlivosť o deti a dorast,Žilinský,Žilina,1,7,78
"Všeobecná ambulancia pre deti a dorast, Lietavská Lúčka, (MUDr. Alžbeta Dragúňová)",https://www.e-vuc.sk/zsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/zilina/vseobecna-ambulancia-pre-deti-a-dorast-lietavska-lucka-mudr.-alzbeta-dragunova.html?page_id=73963, Všeobecná starostlivosť o deti a dorast,Žilinský,Žilina,1,7,78
"Všeobecná ambulancia pre deti a dorast, Žilina, (MUDr. Alena Nemcová)",https://www.e-vuc.sk/zsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/zilina/vseobecna-ambulancia-pre-deti-a-dorast-zilina-mudr.-alena-nemcova.html?page_id=73956, Všeobecná starostlivosť o deti a dorast,Žilinský,Žilina,1,7,78
"Všeobecná ambulancia pre deti a dorast, Žilina, (MUDr. ALENA HUDECOVÁ PEDIATER, s.r.o.)",https://www.e-vuc.sk/zsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/zilina/vseobecna-ambulancia-pre-deti-a-dorast-zilina-mudr.-alena-hudecova-pediater.html?page_id=73951, Všeobecná starostlivosť o deti a dorast,Žilinský,Žilina,1,7,78
"Všeobecná ambulancia pre deti a dorast, Žilina, (MEDSTA, s.r.o.)",https://www.e-vuc.sk/zsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/zilina/vseobecna-ambulancia-pre-deti-a-dorast-zilina-medsta.html?page_id=73924," Všeobecná starostlivosť o deti a dorast, Dorastové lekárstvo",Žilinský,Žilina,1,7,78
"Ambulancia pediatrickej kardiológie, Žilina, (KOMA Kardioprax, s.r.o.)",https://www.e-vuc.sk/zsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/zilina/ambulancia-pediatrickej-kardiologie-zilina-koma-kardioprax.html?page_id=73878, Pediatrická kardiológia,Žilinský,Žilina,1,7,78
"Všeobecná ambulancia pre deti a dorast, MUDr. Alica Sládeková, Žilina, (AMEDICA, s.r.o.)",https://www.e-vuc.sk/zsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/zilina/vseobecna-ambulancia-pre-deti-a-dorast-mudr.-alica-sladekova-zilina-amedica.html?page_id=73746, Všeobecná starostlivosť o deti a dorast,Žilinský,Žilina,1,7,78
"Všeobecná ambulancia pre deti a dorast, Žilina, (Bambini,s .r.o.)",https://www.e-vuc.sk/zsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/zilina/vseobecna-ambulancia-pre-deti-a-dorast-zilina-bambinis-.r.o..html?page_id=73747, Všeobecná starostlivosť o deti a dorast,Žilinský,Žilina,1,7,78
"MUDr. Viera Uhrinová, PEDIATER, s.r.o., Žilina, (MUDr. Viera Uhrinová, PEDIATER, s.r.o.)",https://www.e-vuc.sk/zsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/zilina/mudr.-viera-uhrinova-pediater-zilina-mudr.-viera-uhrinova-pediater.html?page_id=66928, Všeobecná starostlivosť o deti a dorast,Žilinský,Žilina,1,7,78
"Všeobecná ambulancia pre deti a dorast, Žilina, (M + L.D., s.r.o.)",https://www.e-vuc.sk/zsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/zilina/vseobecna-ambulancia-pre-deti-a-dorast-zilina-m-l.d..html?page_id=66774," Všeobecná starostlivosť o deti a dorast, Dorastové lekárstvo",Žilinský,Žilina,1,7,78
"Ambulancia pediatrickej oftalmológie, Žilina, (Očná ambulancia ZETA, s.r.o.)",https://www.e-vuc.sk/zsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/zilina/ambulancia-pediatrickej-oftalmologie-zilina-ocna-ambulancia-zeta.html?page_id=65462, Pediatrická oftalmológia,Žilinský,Žilina,1,7,78
"Všeobecná ambulancia pre deti a dorast, Žilina, (PEDIATER LB s. r. o.)",https://www.e-vuc.sk/zsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/zilina/vseobecna-ambulancia-pre-deti-a-dorast-zilina-pediater-lb-s.-r.-o..html?page_id=65417, Všeobecná starostlivosť o deti a dorast,Žilinský,Žilina,1,7,78
"Všeobecná ambulancia pre deti a dorast, Varín, (MUDr. Milová, s.r.o.)",https://www.e-vuc.sk/zsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/zilina/vseobecna-ambulancia-pre-deti-a-dorast-varin-mudr.-milova.html?page_id=65107, Všeobecná starostlivosť o deti a dorast,Žilinský,Žilina,1,7,78
"Všeobecná ambulancia pre deti a dorast, MUDr. Gerthofferova Katarina, Varín, (MARPEDA, s.r.o.)",https://www.e-vuc.sk/zsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/zilina/vseobecna-ambulancia-pre-deti-a-dorast-mudr.-gerthofferova-katarina-varin-marpeda.html?page_id=57068," Všeobecná starostlivosť o deti a dorast, Dorastové lekárstvo",Žilinský,Žilina,1,7,78
"Jednodňová zdravotná starostlivosť, pediatrická oftalmológia, Žilina, (ŽILPO, s.r.o.)",https://www.e-vuc.sk/zsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/zilina/jednodnova-zdravotna-starostlivost-pediatricka-oftalmologia-zilina-zilpo.html?page_id=56768, Pediatrická oftalmológia,Žilinský,Žilina,1,7,78
"Jednodňová zdravotná starostlivosť, pediatrická ortopédia, Žilina, (ŽILPO, s.r.o.)",https://www.e-vuc.sk/zsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/zilina/jednodnova-zdravotna-starostlivost-pediatricka-ortopedia-zilina-zilpo.html?page_id=56770, Pediatrická ortopédia,Žilinský,Žilina,1,7,78
"Jednodňová zdravotná starostlivosť, pediatrická urológia, Žilina, (ŽILPO, s.r.o.)",https://www.e-vuc.sk/zsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/zilina/jednodnova-zdravotna-starostlivost-pediatricka-urologia-zilina-zilpo.html?page_id=56765, Pediatrická urológia,Žilinský,Žilina,1,7,78
"Ambulancia detskej psychiatrie, MUDr. Mária Šustrová, Žilina, (ŽILPO, s.r.o.)",https://www.e-vuc.sk/zsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/zilina/ambulancia-detskej-psychiatrie-mudr.-maria-sustrova-zilina-zilpo.html?page_id=56734, Detská psychiatria,Žilinský,Žilina,1,7,78
"Ambulancia pediatrickej endokrinológie a diabetológie a porúch látkovej premeny a výživy, Žilina, (PENDIA, s.r.o.)",https://www.e-vuc.sk/zsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/zilina/ambulancia-pediatrickej-endokrinologie-a-diabetologie-a-poruch-latkovej-premeny-a-vyzivy-zilina-pendia.html?page_id=56038," Pediatrická endokrinológia a diabetológia, poruchy látkovej premeny a výživy",Žilinský,Žilina,1,7,78
"Ambulancia pediatrickej kardiológie, Žilina, (KardioPrakt, s.r.o.)",https://www.e-vuc.sk/zsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/zilina/ambulancia-pediatrickej-kardiologie-zilina-kardioprakt.html?page_id=55183, Pediatrická kardiológia,Žilinský,Žilina,1,7,78
"Ambulancia pediatrickej oftalmológie, Žilina, (MUDr. Zuzana Strnadová)",https://www.e-vuc.sk/zsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/zilina/ambulancia-pediatrickej-oftalmologie-zilina-mudr.-zuzana-strnadova.html?page_id=55083, Pediatrická oftalmológia,Žilinský,Žilina,1,7,78
"Všeobecná ambulancia pre deti a dorast, Žilina, (MUDr. Martin Zuzik)",https://www.e-vuc.sk/zsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/zilina/vseobecna-ambulancia-pre-deti-a-dorast-zilina-mudr.-martin-zuzik.html?page_id=54728, Všeobecná starostlivosť o deti a dorast,Žilinský,Žilina,1,7,78
"Všeobecná ambulancia pre deti a dorast, Žilina, (MH-MED, s.r.o.)",https://www.e-vuc.sk/zsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/zilina/vseobecna-ambulancia-pre-deti-a-dorast-zilina-mh-med.html?page_id=54720," Všeobecná starostlivosť o deti a dorast, Dorastové lekárstvo",Žilinský,Žilina,1,7,78
"MUDr.Daniela Podolinská, s.r.o., Žilina, (MUDr. Daniela Podolinská, s.r.o.)",https://www.e-vuc.sk/zsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/zilina/mudr.daniela-podolinska-zilina-mudr.-daniela-podolinska.html?page_id=54711," Dorastové lekárstvo, Všeobecná starostlivosť o deti a dorast",Žilinský,Žilina,1,7,78
"Všeobecná ambulancia pre deti a dorast, Terchová, (MUDr. Jiří Jura, PhD.)",https://www.e-vuc.sk/zsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/zilina/vseobecna-ambulancia-pre-deti-a-dorast-terchova-mudr.-jiri-jura-phd..html?page_id=54524," Dorastové lekárstvo, Všeobecná starostlivosť o deti a dorast",Žilinský,Žilina,1,7,78
"Všeobecná ambulancia pre deti a dorast, Žilina, (DK MEDICA, s.r.o.)",https://www.e-vuc.sk/zsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/zilina/vseobecna-ambulancia-pre-deti-a-dorast-zilina-dk-medica.html?page_id=54526, Všeobecná starostlivosť o deti a dorast,Žilinský,Žilina,1,7,78
"Jednodňová zdravotná starostlivosť, detská chirurgia, Bratislava-Petržalka, (Martinko - centrum zdravotnej starostlivosti o deti s.r.o.)",https://www.e-vuc.sk/bsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/bratislava-v/jednodnova-zdravotna-starostlivost-detska-chirurgia-bratislava-petrzalka-martinko-centrum-zdravotnej-starostlivosti-o-deti.html?page_id=143550, Detská chirurgia,Bratislavsky Kraj,Bratislava 5,1,1,7
"Jednodňová zdravotná starostlivosť, pediatrická urológia, Bratislava-Petržalka, (Martinko - centrum zdravotnej starostlivosti o deti s.r.o.)",https://www.e-vuc.sk/bsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/bratislava-v/jednodnova-zdravotna-starostlivost-pediatricka-urologia-bratislava-petrzalka-martinko-centrum-zdravotnej-starostlivosti-o-deti.html?page_id=143551, Pediatrická urológia,Bratislavsky Kraj,Bratislava 5,1,1,7
"Všeobecná ambulancia pre deti a dorast, MUDr. Zuzana Lysá, Bratislava-Petržalka, (GAMI - med. s.r.o.)",https://www.e-vuc.sk/bsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/bratislava-v/vseobecna-ambulancia-pre-deti-a-dorast-mudr.-zuzana-lysa-bratislava-petrzalka-gami-med..html?page_id=143326, Pediatria,Bratislavsky Kraj,Bratislava 5,1,1,7
"Všeobecná ambulancia pre deti a dorast, Bratislava-Petržalka, (Poliklinika Karlova Ves)",https://www.e-vuc.sk/bsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/bratislava-v/vseobecna-ambulancia-pre-deti-a-dorast-bratislava-petrzalka-poliklinika-karlova-ves.html?page_id=142678, Pediatria,Bratislavsky Kraj,Bratislava 5,1,1,7
"Ambulancia pediatrickej urológie, Bratislava-Petržalka, (Martinko - centrum zdravotnej starostlivosti o deti s.r.o.)",https://www.e-vuc.sk/bsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/bratislava-v/ambulancia-pediatrickej-urologie-bratislava-petrzalka-martinko-centrum-zdravotnej-starostlivosti-o-deti.html?page_id=142575, Pediatrická urológia,Bratislavsky Kraj,Bratislava 5,1,1,7
"Všeobecná ambulancia pre deti a dorast, Bratislava-Petržalka, (Martinko - centrum zdravotnej starostlivosti o deti s.r.o.)",https://www.e-vuc.sk/bsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/bratislava-v/vseobecna-ambulancia-pre-deti-a-dorast-bratislava-petrzalka-martinko-centrum-zdravotnej-starostlivosti-o-deti.html?page_id=142580, Pediatria,Bratislavsky Kraj,Bratislava 5,1,1,7
