title,doctor_url,specialization,kraj,okres,pediater,kraj_id,okres_id,doctor_id,info,open_hours,lat,lng
"Všeobecná ambulancia pre deti a dorast, Prešov, (AP clinic s.r.o.)",https://www.e-vuc.sk/psk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/presov/vseobecna-ambulancia-pre-deti-a-dorast-presov-ap-clinic.html?page_id=104857, Všeobecná starostlivosť o deti a dorast,Prešovský,Prešov,1,4,47,67-36514284-A0002,"{'Druh zariadenia': 'všeobecná ambulancia pre deti a dorast', 'Identifikátor': '67-36514284-A0002', 'Odborné zameranie': 'všeobecná starostlivosť o deti a dorast', 'Miesto prevádzkovania': 'Prostějovská\n14\n08001\nPrešov', 'Poisťovne': 'VšZP, Dôvera, Union', 'Poskytovateľ': 'AP clinic s.r.o.\nProstějovská\n6971/109\n08001\nPrešov\nIČO: 36514284', 'Telefón': '0517711712'}","Telefón platnosť od: 20.11.2017
Pondelok: 7:00-13:30
Utorok: 7:00-15:00
Streda: 7:00-15:30
Štvrtok: 7:00-13:00
Piatok: 7:00-13:00
Sobota: neordinuje
Nedeľa: neordinuje",49.0124098,21.2240231
"Všeobecná ambulancia pre deti a dorast, doc. MUDr. Nelli Kishko, CSc., Prešov, (wesper, a.s.)",https://www.e-vuc.sk/psk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/presov/vseobecna-ambulancia-pre-deti-a-dorast-doc.-mudr.-nelli-kishko-csc.-presov-wesper-a.s..html?page_id=103178, Všeobecná starostlivosť o deti a dorast,Prešovský,Prešov,1,4,47,67-44653174-A0056,"{'Druh zariadenia': 'všeobecná ambulancia pre deti a dorast', 'Identifikátor': '67-44653174-A0056', 'Odborné zameranie': 'všeobecná starostlivosť o deti a dorast', 'Lekári sestry': 'doc. MUDr. Nelli Kishko, CSc. (lekár)', 'Miesto prevádzkovania': 'I. poschodie\nPoliklinika ProCare Prešov\nJurkovičova\n7186/19\n08001\nPrešov', 'Poisťovne': 'VšZP, Dôvera, Union', 'Poskytovateľ': 'wesper, a.s.\nGarbiarska\n1073/16\n04001\nKošice - mestská časť Staré Mesto\nIČO: 44653174', 'Telefón': '+421 517563517'}",,48.9941239,21.2669232
"Všeobecná ambulancia pre deti a dorast, MUDr. Danka Buranovská, Prešov, (wesper, a.s.)",https://www.e-vuc.sk/psk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/presov/vseobecna-ambulancia-pre-deti-a-dorast-mudr.-danka-buranovska-presov-wesper-a.s..html?page_id=103179, Všeobecná starostlivosť o deti a dorast,Prešovský,Prešov,1,4,47,67-44653174-A0057,"{'Druh zariadenia': 'všeobecná ambulancia pre deti a dorast', 'Identifikátor': '67-44653174-A0057', 'Odborné zameranie': 'všeobecná starostlivosť o deti a dorast', 'Lekári sestry': 'MUDr. Danka Buranovská (lekár)', 'Miesto prevádzkovania': 'I. poschodie\nPoliklinika ProCare Prešov\nJurkovičova\n7186/19\n08001\nPrešov', 'Poisťovne': 'VšZP, Dôvera, Union', 'Poskytovateľ': 'wesper, a.s.\nGarbiarska\n1073/16\n04001\nKošice - mestská časť Staré Mesto\nIČO: 44653174', 'Telefón': '+421 517563521'}",,48.9941239,21.2669232
"Ambulancia pediatrickej kardiológie, MUDr. Jana Kopčíková, Prešov, (wesper, a.s.)",https://www.e-vuc.sk/psk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/presov/ambulancia-pediatrickej-kardiologie-mudr.-jana-kopcikova-presov-wesper-a.s..html?page_id=103166, Pediatrická kardiológia,Prešovský,Prešov,1,4,47,67-44653174-A0080,"{'Druh zariadenia': 'ambulancia pediatrickej kardiológie', 'Identifikátor': '67-44653174-A0080', 'Odborné zameranie': 'pediatrická kardiológia', 'Lekári sestry': 'MUDr. Jana Kopčíková (lekár)', 'Miesto prevádzkovania': 'I. poschodie\nPoliklinika ProCare Prešov\nJurkovičova\n7186/19\n08001\nPrešov', 'Poisťovne': 'VšZP, Dôvera, Union', 'Poskytovateľ': 'wesper, a.s.\nGarbiarska\n1073/16\n04001\nKošice - mestská časť Staré Mesto\nIČO: 44653174'}","Poskytovateľ platnosť od: 22.06.2017
Pondelok: 7:00-12:30  ||13:00-15:00
Utorok: 7:00-12:30  ||13:00-15:00
Streda: 7:00-12:30  ||13:00-15:00
Štvrtok: 7:00-12:30  ||13:00-15:00
Piatok: 7:00-12:30  ||13:00-15:00
Sobota: neordinuje
Nedeľa: neordinuje",48.9941239,21.2669232
"Všeobecná ambulancia pre deti a dorast, Prešov, (wesper, a.s.)",https://www.e-vuc.sk/psk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/presov/vseobecna-ambulancia-pre-deti-a-dorast-presov-wesper-a.s..html?page_id=100473, Všeobecná starostlivosť o deti a dorast,Prešovský,Prešov,1,4,47,67-44653174-A0006,"{'Druh zariadenia': 'všeobecná ambulancia pre deti a dorast', 'Identifikátor': '67-44653174-A0006', 'Odborné zameranie': 'všeobecná starostlivosť o deti a dorast', 'Miesto prevádzkovania': 'I. poschodie\nPoliklinika ProCare Prešov\nJurkovičova\n7186/19\n08001\nPrešov', 'Poisťovne': 'Dôvera, Union', 'Poskytovateľ': 'wesper, a.s.\nGarbiarska\n1073/16\n04001\nKošice - mestská časť Staré Mesto\nIČO: 44653174', 'Telefón': '+421 7563515'}",,48.9941239,21.2669232
"Ambulancia pediatrickej urológie, Prešov, (wesper, a.s.)",https://www.e-vuc.sk/psk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/presov/ambulancia-pediatrickej-urologie-presov-wesper-a.s..html?page_id=100453, Pediatrická urológia,Prešovský,Prešov,1,4,47,67-44653174-A0024,"{'Druh zariadenia': 'ambulancia pediatrickej urológie', 'Identifikátor': '67-44653174-A0024', 'Odborné zameranie': 'pediatrická urológia', 'Miesto prevádzkovania': 'Poliklinika ProCare Prešov\nJurkovičova\n7186/19\n08001\nPrešov', 'Poisťovne': '', 'Poskytovateľ': 'wesper, a.s.\nGarbiarska\n1073/16\n04001\nKošice - mestská časť Staré Mesto\nIČO: 44653174'}",,48.9941239,21.2669232
"Ambulancia pediatrickej oftalmológie, Prešov, (wesper, a.s.)",https://www.e-vuc.sk/psk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/presov/ambulancia-pediatrickej-oftalmologie-presov-wesper-a.s..html?page_id=100452, Pediatrická oftalmológia,Prešovský,Prešov,1,4,47,67-44653174-A0028,"{'Druh zariadenia': 'ambulancia pediatrickej oftalmológie', 'Identifikátor': '67-44653174-A0028', 'Odborné zameranie': 'pediatrická oftalmológia', 'Miesto prevádzkovania': 'Poliklinika ProCare Prešov\nJurkovičova\n7186/19\n08001\nPrešov', 'Poisťovne': '', 'Poskytovateľ': 'wesper, a.s.\nGarbiarska\n1073/16\n04001\nKošice - mestská časť Staré Mesto\nIČO: 44653174'}",,48.9941239,21.2669232
"Ambulancia pediatrickej kardiológie, MUDr. Vasiľ Janko, Prešov, (wesper, a.s.)",https://www.e-vuc.sk/psk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/presov/ambulancia-pediatrickej-kardiologie-mudr.-vasil-janko-presov-wesper-a.s..html?page_id=100451, Pediatrická kardiológia,Prešovský,Prešov,1,4,47,67-44653174-A0016,"{'Druh zariadenia': 'ambulancia pediatrickej kardiológie', 'Identifikátor': '67-44653174-A0016', 'Odborné zameranie': 'pediatrická kardiológia', 'Lekári sestry': 'MUDr. Vasiľ Janko (lekár)', 'Miesto prevádzkovania': 'III. poschodie\nPoliklinika ProCare Prešov\nJurkovičova\n7186/19\n08001\nPrešov', 'Poisťovne': 'VšZP, Dôvera, Union', 'Poskytovateľ': 'wesper, a.s.\nGarbiarska\n1073/16\n04001\nKošice - mestská časť Staré Mesto\nIČO: 44653174', 'Telefón': '+421 517563586'}",,48.9941239,21.2669232
"Ambulancia pediatrickej gastroenterológie, hepatológie a výživy, Prešov, (wesper, a.s.)",https://www.e-vuc.sk/psk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/presov/ambulancia-pediatrickej-gastroenterologie-hepatologie-a-vyzivy-presov-wesper-a.s..html?page_id=100450," Pediatrická gastroenterológia, hepatológia a výživa",Prešovský,Prešov,1,4,47,67-44653174-A0012,"{'Druh zariadenia': 'ambulancia pediatrickej gastroenterológie, hepatológie a výživy', 'Identifikátor': '67-44653174-A0012', 'Odborné zameranie': 'pediatrická gastroenterológia, hepatológia a výživa', 'Miesto prevádzkovania': 'Poliklinika ProCare Prešov\nJurkovičova\n7186/19\n08001\nPrešov', 'Poisťovne': 'Dôvera', 'Poskytovateľ': 'wesper, a.s.\nGarbiarska\n1073/16\n04001\nKošice - mestská časť Staré Mesto\nIČO: 44653174', 'Telefón': '051/7711619'}",,48.9941239,21.2669232
"Ambulancia pediatrickej chirurgie, Prešov, (wesper, a.s.)",https://www.e-vuc.sk/psk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/presov/ambulancia-pediatrickej-chirurgie-presov-wesper-a.s..html?page_id=100449, Detská chirurgia,Prešovský,Prešov,1,4,47,67-44653174-A0022,"{'Druh zariadenia': 'ambulancia pediatrickej chirurgie', 'Identifikátor': '67-44653174-A0022', 'Odborné zameranie': 'detská chirurgia', 'Miesto prevádzkovania': 'Poliklinika ProCare Prešov\nJurkovičova\n7186/19\n08001\nPrešov', 'Poisťovne': 'Dôvera', 'Poskytovateľ': 'wesper, a.s.\nGarbiarska\n1073/16\n04001\nKošice - mestská časť Staré Mesto\nIČO: 44653174'}",,48.9941239,21.2669232
"Všeobecná ambulancia pre deti a dorast, Petrovany, (StoPeGy, s.r.o.,)",https://www.e-vuc.sk/psk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/presov/vseobecna-ambulancia-pre-deti-a-dorast-petrovany-stopegy.html?page_id=100208, Všeobecná starostlivosť o deti a dorast,Prešovský,Prešov,1,4,47,67-43800173-A0003,"{'Druh zariadenia': 'všeobecná ambulancia pre deti a dorast', 'Identifikátor': '67-43800173-A0003', 'Odborné zameranie': 'všeobecná starostlivosť o deti a dorast', 'Miesto prevádzkovania': '08253\nPetrovany', 'Poisťovne': 'VšZP, Dôvera, Union', 'Poskytovateľ': 'StoPeGy, s.r.o.,\nPavlovičovo námestie\n3857/12\n08001\nPrešov\nIČO: 43800173', 'Email': 'stopegy@gmail.com', 'Telefón': '0517797704'}",,48.9203414,21.2602595
"Všeobecná ambulancia pre deti a dorast, Prešov, (SALLI, s.r.o.)",https://www.e-vuc.sk/psk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/presov/vseobecna-ambulancia-pre-deti-a-dorast-presov-salli.html?page_id=100042, Všeobecná starostlivosť o deti a dorast,Prešovský,Prešov,1,4,47,67-36507121-A0001,"{'Druh zariadenia': 'všeobecná ambulancia pre deti a dorast', 'Identifikátor': '67-36507121-A0001', 'Odborné zameranie': 'všeobecná starostlivosť o deti a dorast', 'Miesto prevádzkovania': 'Prostějovská\n14\n08001\nPrešov', 'Poisťovne': 'VšZP, Dôvera, Union', 'Poskytovateľ': 'SALLI, s.r.o.\nProstějovská\n14\n08001\nPrešov\nIČO: 36507121', 'Email': 'info@cillikova.sk', 'Telefón': '0903710762\n0908426702'}","Telefón platnosť od: 01.03.2022
Pondelok: 7:00-12:15  ||13:00-15:3013:00 - 15:30 poradňa
Utorok: 7:00-14:00
Streda: 7:00-13:00
Štvrtok: 7:00-12:00  ||12:30-15:0012:30 - 15:00 prevencia
Piatok: 7:00-14:00
Sobota: neordinuje
Nedeľa: neordinuje",49.0124098,21.2240231
"Všeobecná ambulancia pre deti a dorast, Prešov, (R.E.K, s.r.o.)",https://www.e-vuc.sk/psk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/presov/vseobecna-ambulancia-pre-deti-a-dorast-presov-r.e.k.html?page_id=99934," Všeobecná starostlivosť o deti a dorast, Dorastové lekárstvo",Prešovský,Prešov,1,4,47,67-44065787-A0001,"{'Druh zariadenia': 'všeobecná ambulancia pre deti a dorast', 'Identifikátor': '67-44065787-A0001', 'Odborné zameranie': 'všeobecná starostlivosť o deti a dorast\ndorastové lekárstvo', 'Miesto prevádzkovania': 'Justičná\n08001\nPrešov', 'Poisťovne': 'VšZP, Dôvera, Union', 'Poskytovateľ': 'R.E.K, s.r.o.\nJustičná\n15\n08001\nPrešov\nIČO: 44065787', 'Telefón': '+421 517702907', 'Email': 'mrouahova@gmail.com'}","Email platnosť od: 01.08.2018
Pondelok: 7:00-16:00
Utorok: 7:00-15:00
Streda: 6:30-13:00
Štvrtok: 6:30-13:00
Piatok: 7:00-12:00
Sobota: neordinuje
Nedeľa: neordinuje",48.9923522,21.2721604
"Všeobecná ambulancia pre deti a dorast, Prešov, (PEDIATRICS B.B. s.r.o.)",https://www.e-vuc.sk/psk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/presov/vseobecna-ambulancia-pre-deti-a-dorast-presov-pediatrics-b.b..html?page_id=99752, Všeobecná starostlivosť o deti a dorast,Prešovský,Prešov,1,4,47,67-46340076-A0001,"{'Druh zariadenia': 'všeobecná ambulancia pre deti a dorast', 'Identifikátor': '67-46340076-A0001', 'Odborné zameranie': 'všeobecná starostlivosť o deti a dorast', 'Miesto prevádzkovania': 'Haburská\n9\n08006\nPrešov', 'Poisťovne': 'VšZP, Dôvera, Union', 'Poskytovateľ': 'PEDIATRICS B.B. s.r.o.\nHaburská\n9\n08006\nPrešov\nIČO: 46340076', 'Email': 'bozena.bencicoca@gmail.com', 'Telefón': '0517765200'}",,49.0185593,21.2791153
"Všeobecná ambulancia pre deti a dorast, Prešov, (Pediatric Bio Pharma, s.r.o.)",https://www.e-vuc.sk/psk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/presov/vseobecna-ambulancia-pre-deti-a-dorast-presov-pediatric-bio-pharma.html?page_id=99750, Všeobecná starostlivosť o deti a dorast,Prešovský,Prešov,1,4,47,67-36507041-A0001,"{'Druh zariadenia': 'všeobecná ambulancia pre deti a dorast', 'Identifikátor': '67-36507041-A0001', 'Odborné zameranie': 'všeobecná starostlivosť o deti a dorast', 'Miesto prevádzkovania': 'Zemplínska\n9\n08001\nPrešov', 'Poisťovne': 'VšZP, Dôvera, Union', 'Poskytovateľ': 'Pediatric Bio Pharma, s.r.o.\nNábrežná\n15201/1B\n08001\nPrešov\nIČO: 36507041', 'Email': 'ivaporadova@gmail.com'}","Email platnosť od: 10.11.2017
Pondelok: 7:00-15:00
Utorok: 7:00-15:00
Streda: 7:00-15:00
Štvrtok: 7:00-12:00  ||13:00-15:00
Piatok: 7:00-15:00
Sobota: neordinuje
Nedeľa: neordinuje
Nedeľa: 051/7707313",48.9870867,21.2660775
"Všeobecná ambulancia pre deti a dorast, MUDr. Jozef Baláž, Prešov, (Pediater Novum, s.r.o.,)",https://www.e-vuc.sk/psk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/presov/vseobecna-ambulancia-pre-deti-a-dorast-mudr.-jozef-balaz-presov-pediater-novum.html?page_id=99744, Všeobecná starostlivosť o deti a dorast,Prešovský,Prešov,1,4,47,67-47401877-A0001,"{'Druh zariadenia': 'všeobecná ambulancia pre deti a dorast', 'Identifikátor': '67-47401877-A0001', 'Odborné zameranie': 'všeobecná starostlivosť o deti a dorast', 'Lekári sestry': 'MUDr. Jozef Baláž (lekár)\nMgr. Alena Siváková (sestra)', 'Miesto prevádzkovania': 'Levočská\n18\n08001\nPrešov', 'Poisťovne': 'VšZP, Dôvera, Union', 'Poskytovateľ': 'Pediater Novum, s.r.o.,\nLevočská\n18\n08001\nPrešov\nIČO: 47401877', 'Telefón': '051 / 7710 611', 'Email': 'jozefbalaz1978@gmail.com'}","Email platnosť od: 08.01.2018
Pondelok: 9:30-15:00
Utorok: 7:30-12:30  ||12:30-16:00
Streda: 7:30-12:30  ||12:30-16:00
Štvrtok: 7:30-12:00  ||12:00-15:00
Piatok: 7:30-12:30
Sobota: neordinuje
Nedeľa: neordinuje
Nedeľa: email: balazjk@mail.t-com.sk",49.0008673,21.2336713
"Všeobecná ambulancia pre deti a dorast, Prešov, (PEDIATER MB, s.r.o.)",https://www.e-vuc.sk/psk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/presov/vseobecna-ambulancia-pre-deti-a-dorast-presov-pediater-mb.html?page_id=99742, Všeobecná starostlivosť o deti a dorast,Prešovský,Prešov,1,4,47,67-35911026-A0001,"{'Druh zariadenia': 'všeobecná ambulancia pre deti a dorast', 'Identifikátor': '67-35911026-A0001', 'Odborné zameranie': 'všeobecná starostlivosť o deti a dorast', 'Miesto prevádzkovania': 'Švábska\n41/A\n08005\nPrešov', 'Poisťovne': 'VšZP, Dôvera, Union', 'Poskytovateľ': 'PEDIATER MB, s.r.o.\nŠvábska\n41/A\n08001\nPrešov\nIČO: 35911026', 'Email': 'maria.buzgoova@gmail.com', 'Telefón': '0517753986'}",,48.9736851,21.2624518
"Všeobecná ambulancia pre deti a dorast, Prešov, (PEDIAM s.r.o.)",https://www.e-vuc.sk/psk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/presov/vseobecna-ambulancia-pre-deti-a-dorast-presov-pediam.html?page_id=99736, Všeobecná starostlivosť o deti a dorast,Prešovský,Prešov,1,4,47,67-46404775-A0001,"{'Druh zariadenia': 'všeobecná ambulancia pre deti a dorast', 'Identifikátor': '67-46404775-A0001', 'Odborné zameranie': 'všeobecná starostlivosť o deti a dorast', 'Miesto prevádzkovania': 'Prostějovská\n39/B\n08001\nPrešov', 'Poisťovne': 'VšZP, Dôvera, Union', 'Poskytovateľ': 'PEDIAM s.r.o.\nA.Hlinku\n43\n08221\nVeľký Šariš\nIČO: 46404775', 'Email': 'smolkovam@post.sk', 'Mobil': '0917165826'}","Mobil platnosť od: 10.11.2017
Pondelok: 7:30-15:00
Utorok: 7:30-14:00
Streda: 7:30-15:30
Štvrtok: 7:30-14:30
Piatok: 7:30-13:30
Sobota: neordinuje
Nedeľa: neordinuje",49.0189450,21.2244844
"Všeobecná ambulancia pre deti a dorast, Prešov, (PEDDORA, s.r.o.)",https://www.e-vuc.sk/psk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/presov/vseobecna-ambulancia-pre-deti-a-dorast-presov-peddora.html?page_id=99725, Všeobecná starostlivosť o deti a dorast,Prešovský,Prešov,1,4,47,67-46628428-A0001,"{'Druh zariadenia': 'všeobecná ambulancia pre deti a dorast', 'Identifikátor': '67-46628428-A0001', 'Odborné zameranie': 'všeobecná starostlivosť o deti a dorast', 'Miesto prevádzkovania': 'Levočská\n18\n08001\nPrešov', 'Poisťovne': 'VšZP, Dôvera, Union', 'Poskytovateľ': 'PEDDORA, s.r.o.\nLevočská\n18\n08001\nPrešov\nIČO: 46628428', 'Email': 'peddora26@gmail.com', 'Telefón': '051/7710818'}","Telefón platnosť od: 01.03.2019
Pondelok: 7:00-13:00
Utorok: 7:00-14:00
Streda: 7:00-15:00
Štvrtok: 8:00-16:00
Piatok: 7:00-13:00
Sobota: neordinuje
Nedeľa: neordinuje",49.0008673,21.2336713
"Všeobecná ambulancia pre deti a dorast, Prešov, (PED s.r.o.,)",https://www.e-vuc.sk/psk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/presov/vseobecna-ambulancia-pre-deti-a-dorast-presov-ped.html?page_id=99715, Všeobecná starostlivosť o deti a dorast,Prešovský,Prešov,1,4,47,67-48106801-A0001,"{'Druh zariadenia': 'všeobecná ambulancia pre deti a dorast', 'Identifikátor': '67-48106801-A0001', 'Odborné zameranie': 'všeobecná starostlivosť o deti a dorast', 'Miesto prevádzkovania': 'Kováčska\n15\n08001\nPrešov', 'Poisťovne': 'VšZP, Dôvera, Union', 'Poskytovateľ': 'PED s.r.o.,\nUrbánkova\n4033/9\n08001\nPrešov\nIČO: 48106801', 'Email': 'info@ambulanciapredeti.sk', 'Telefón': '051/7710642'}","Telefón platnosť od: 11.06.2019
Pondelok: 7:30-15:0014:00-15:00 preventívne prehliadky
Utorok: 7:30-16:0014:00-16:00 návštevná služba
Streda: 10:00-15:0013:30-15:00 poradňa
Štvrtok: 7:30-16:0012:00-13:00 preventívne prehliadky 13:00-16:00 návštevná služba
Piatok: 7:30-13:00
Sobota: neordinuje
Nedeľa: neordinuje",49.0006390,21.2419650
"Ambulancia pediatrickej endokrinológie a diabetológie a porúch látkovej premeny a výživy, Prešov, (Osteocentrum, s.r.o.)",https://www.e-vuc.sk/psk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/presov/ambulancia-pediatrickej-endokrinologie-a-diabetologie-a-poruch-latkovej-premeny-a-vyzivy-presov-osteocentrum.html?page_id=99662," Pediatrická endokrinológia a diabetológia, poruchy látkovej premeny a výživy",Prešovský,Prešov,1,4,47,67-36496316-A0009,"{'Druh zariadenia': 'ambulancia pediatrickej endokrinológie a diabetológie a porúch látkovej premeny a výživy', 'Identifikátor': '67-36496316-A0009', 'Odborné zameranie': 'pediatrická endokrinológia a diabetológia, poruchy látkovej premeny a výživy', 'Miesto prevádzkovania': 'Hollého\n14/D\n08001\nPrešov', 'Poisťovne': '', 'Poskytovateľ': 'Osteocentrum, s.r.o.\nHollého\n14/D\n08001\nPrešov\nIČO: 36496316'}",,48.9964576,21.2537726
"Otorinolaryngologická ambulancia, Prešov, (ORL - MED, s.r.o.)",https://www.e-vuc.sk/psk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/presov/otorinolaryngologicka-ambulancia-presov-orl-med.html?page_id=99592, Pediatrická otorinolaryngológia,Prešovský,Prešov,1,4,47,67-35912731-A0002,"{'Druh zariadenia': 'otorinolaryngologická ambulancia', 'Identifikátor': '67-35912731-A0002', 'Odborné zameranie': 'pediatrická otorinolaryngológia', 'Miesto prevádzkovania': 'Levočská\n6127/18\n08001\nPrešov', 'Poisťovne': 'Union', 'Poskytovateľ': 'ORL - MED, s.r.o.\nLevočská\n18\n08001\nPrešov\nIČO: 35912731'}",,49.0009038,21.2337331
"Ambulancia pediatrickej neurológie, Prešov, (NEUROPEdia, S.R.O.)",https://www.e-vuc.sk/ambulancia-pediatrickej-neurologie-mudr.-dagmar-patusova-presov-neuropedia.html?page_id=99478, Pediatrická neurológia,Prešovský,Prešov,1,4,47,67-36771848-A0001,"{'Druh zariadenia': 'ambulancia pediatrickej neurológie', 'Identifikátor': '67-36771848-A0001', 'Odborné zameranie': 'pediatrická neurológia', 'Miesto prevádzkovania': 'Konštantínova\n19\n08001\nPrešov', 'Poisťovne': '', 'Poskytovateľ': 'NEUROPEdia, S.R.O.\nProstějovská\n22\n08001\nPrešov\nIČO: 36771848'}",,49.0003992,21.2426491
"Ambulancia pediatrickej neurológie, Prešov, (NeuroClinic s.r.o.)",https://www.e-vuc.sk/psk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/presov/ambulancia-pediatrickej-neurologie-presov-neuroclinic.html?page_id=99463, Pediatrická neurológia,Prešovský,Prešov,1,4,47,67-46862935-A0001,"{'Druh zariadenia': 'ambulancia pediatrickej neurológie', 'Identifikátor': '67-46862935-A0001', 'Odborné zameranie': 'pediatrická neurológia', 'Miesto prevádzkovania': 'Hlavná\n60\n08001\nPrešov', 'Poisťovne': 'VšZP, Dôvera, Union', 'Poskytovateľ': 'NeuroClinic s.r.o.\nDomašská\n31\n08001\nPrešov\nIČO: 46862935'}","Poskytovateľ platnosť od: 16.11.2016
Pondelok: 7:00-14:00
Utorok: 7:00-16:00
Streda: 7:00-14:00
Štvrtok: 7:00-14:00
Piatok: 7:00-13:00
Sobota: neordinuje
Nedeľa: neordinuje",48.9968242,21.2414300
"Všeobecná ambulancia pre deti a dorast, Prešov, (MUDr. Zdenka Karabinošová)",https://www.e-vuc.sk/psk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/presov/vseobecna-ambulancia-pre-deti-a-dorast-presov-mudr.-zdenka-karabinosova.html?page_id=99374, Všeobecná starostlivosť o deti a dorast,Prešovský,Prešov,1,4,47,67-35510978-A0001,"{'Druh zariadenia': 'všeobecná ambulancia pre deti a dorast', 'Identifikátor': '67-35510978-A0001', 'Odborné zameranie': 'všeobecná starostlivosť o deti a dorast', 'Miesto prevádzkovania': 'Švábska\n8007/41A\n08005\nPrešov', 'Poisťovne': 'VšZP, Dôvera, Union', 'Poskytovateľ': 'MUDr. Zdenka Karabinošová\nIČO: 35510978', 'Email': 'karabinos@trionfo.sk'}",,48.9735138,21.2619516
"Všeobecná ambulancia pre deti a dorast, Lemešany, (MUDr. Mária Rigová s.r.o.)",https://www.e-vuc.sk/psk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/presov/vseobecna-ambulancia-pre-deti-a-dorast-lemesany-mudr.-maria-rigova.html?page_id=99196, Všeobecná starostlivosť o deti a dorast,Prešovský,Prešov,1,4,47,67-44490771-A0001,"{'Druh zariadenia': 'všeobecná ambulancia pre deti a dorast', 'Identifikátor': '67-44490771-A0001', 'Odborné zameranie': 'všeobecná starostlivosť o deti a dorast', 'Miesto prevádzkovania': 'Lemešany\n292\n08203\nLemešany', 'Poisťovne': 'VšZP, Dôvera, Union', 'Poskytovateľ': 'MUDr. Mária Rigová s.r.o.\nPark Angelinum\n10\n04001\nKošice - mestská časť Sídlisko Ťahanovce\nIČO: 44490771', 'Email': 'ria.rigova@gmail.com', 'Telefón': '0517931228'}",,48.8495659,21.2730888
"Všeobecná ambulancia pre deti a dorast, Prešov, (SENMED, s.r.o.)",https://www.e-vuc.sk/psk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/presov/vseobecna-ambulancia-pre-deti-a-dorast-presov-senmed.html?page_id=99089, Všeobecná starostlivosť o deti a dorast,Prešovský,Prešov,1,4,47,67-36838535-A0001,"{'Druh zariadenia': 'všeobecná ambulancia pre deti a dorast', 'Identifikátor': '67-36838535-A0001', 'Odborné zameranie': 'všeobecná starostlivosť o deti a dorast', 'Miesto prevádzkovania': 'Prostějovká\n33\n08001\nPrešov', 'Poisťovne': 'VšZP, Dôvera, Union', 'Poskytovateľ': 'SENMED, s.r.o.\nRadlinského\n12\n08001\nPrešov\nIČO: 36838535', 'Email': 'medsal.po@gmail.com', 'Telefón': '0517710770'}","Telefón platnosť od: 01.03.2019
Pondelok: 7:00-13:00
Utorok: 10:00-16:00
Streda: 7:00-13:00
Štvrtok: 7:00-13:00
Piatok: 7:00-13:00
Sobota: neordinuje
Nedeľa: neordinuje",49.0166267,21.2236261
"Všeobecná ambulancia pre deti a dorast, Veľký Šariš, (MUDr. Helena Gajdošová, s.r.o.,)",https://www.e-vuc.sk/psk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/presov/vseobecna-ambulancia-pre-deti-a-dorast-velky-saris-mudr.-helena-gajdosova.html?page_id=98947, Všeobecná starostlivosť o deti a dorast,Prešovský,Prešov,1,4,47,67-46849220-A0001,"{'Druh zariadenia': 'všeobecná ambulancia pre deti a dorast', 'Identifikátor': '67-46849220-A0001', 'Odborné zameranie': 'všeobecná starostlivosť o deti a dorast', 'Miesto prevádzkovania': 'Východná\n08221\nVeľký Šariš', 'Poisťovne': 'VšZP, Dôvera, Union', 'Poskytovateľ': 'MUDr. Helena Gajdošová, s.r.o.,\nVýchodná\n08221\nVeľký Šariš\nIČO: 46849220', 'Telefón': '0517762398', 'Email': 'gajdosova.elena@orangemail.sk'}","Email platnosť od: 07.11.2017
Pondelok: 7:00-13:00
Utorok: 7:00-15:30
Streda: 7:00-13:00
Štvrtok: 7:00-15:30
Piatok: 7:00-13:00
Sobota: neordinuje
Nedeľa: neordinuje",49.0408332,21.1923653
